"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","age_num","na_count"
"Jove-Adult","self-employed","married","university.degree","no","yes","no","telephone","may","tue",154,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,0
"Adult","blue-collar","married","basic","no","no","no","telephone","may","fri",76,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",58,0
"Jove-Adult","self-employed","married","basic","no","yes","no","telephone","may","thu",255,6,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",40,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","thu",362,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",31,0
"Adult","services","single","high.school","no","no","no","telephone","may","tue",455,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",52,0
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","tue",723,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",48,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","wed",231,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,0
"Jove-Adult","admin.","divorced","university.degree","no","no","yes","telephone","may","fri",128,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,0
"Jove-Adult","admin.","married","high.school",NA,"no","no","telephone","may","mon",66,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,1
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","tue",135,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",42,0
"Adult","services","married","high.school","no","no","no","telephone","may","mon",579,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",59,0
"Jove-Adult","management","married","university.degree","no","yes","no","telephone","may","tue",211,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",37,0
"Jove-Adult","services","married","high.school","no","no","no","telephone","may","tue",229,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",389,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,1
"Jove-Adult","blue-collar","single","basic",NA,"no","no","telephone","may","wed",113,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",33,1
"Jove-Adult","technician","married","professional.course","no","yes","no","telephone","may","wed",164,5,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","mon",55,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",41,2
"Jove-Adult","blue-collar","married","high.school",NA,"yes","no","telephone","may","mon",98,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",40,1
"Jove-Adult","technician","married","professional.course",NA,"no","yes","telephone","may","tue",264,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",40,1
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",46,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,1
"Jove-Adult","admin.","married","basic",NA,"yes","no","telephone","may","mon",344,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",41,1
"Jove-Adult","blue-collar","married","professional.course","no","no","no","telephone","may","wed",306,5,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,0
"Jove-Adult","services","single","high.school","no","yes","no","telephone","may","thu",789,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,0
"Jove-Adult","admin.","divorced","basic","no","no","no","telephone","may","mon",73,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",43,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","wed",283,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",33,0
"Adult","unemployed","divorced","basic","no","yes","no","telephone","may","tue",584,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",54,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","fri",109,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",31,0
"Adult","blue-collar","divorced","basic",NA,"yes","yes","telephone","may","tue",128,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",51,2
"Adult","admin.","divorced","university.degree","no","yes","no","telephone","may","mon",256,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",47,0
"Jove-Adult","admin.","single","high.school","no","no","no","telephone","may","wed",416,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",26,0
"Jove-Adult","unemployed","married","basic",NA,"yes","yes","telephone","may","fri",331,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,1
"Jove-Adult","blue-collar","divorced","basic",NA,"yes","no","telephone","may","thu",365,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,1
"Jove-Adult","admin.","married","high.school","no","no","no","telephone","may","thu",70,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",32,0
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","wed",22,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",52,1
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","thu",67,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",43,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","mon",163,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",31,2
"Jove-Adult","admin.","divorced","university.degree","no","yes","no","telephone","may","wed",72,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","wed",148,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,1
"Jove-Adult","self-employed","single","university.degree","no","no","no","telephone","may","fri",129,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,0
"Jove-Adult","technician","single","university.degree","no","yes","no","telephone","may","thu",237,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,0
"Jove-Adult","services","married","professional.course",NA,"no","no","telephone","may","wed",257,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",30,1
"Adult","services","married","high.school","no","no","no","telephone","may","tue",192,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",54,1
"Adult","admin.","married","basic",NA,"no","no","telephone","may","wed",19,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",48,1
"Jove-Adult","blue-collar","single","basic","no","yes","no","telephone","may","wed",125,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,1
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","thu",665,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",51,1
"Jove-Adult","admin.","single","high.school","no","no","no","telephone","may","tue",65,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",42,0
"Adult","blue-collar","divorced","basic","no","no","no","telephone","may","tue",360,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",51,0
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","thu",65,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",30,0
"Jove-Adult","unemployed","married","university.degree","no","no","no","telephone","may","mon",388,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,0
"Adult","management","single","university.degree","no","yes","yes","telephone","may","fri",63,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",50,0
"Adult","admin.","single","basic",NA,"yes","no","telephone","may","tue",211,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",60,3
"Jove-Adult","admin.","single","basic","no","no","no","telephone","may","fri",1178,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",34,0
"Jove-Adult","technician","married","professional.course",NA,"yes","no","telephone","may","tue",175,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,2
"Jove-Adult","unemployed","married","basic",NA,"yes","no","telephone","may","thu",180,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",42,1
"Jove-Adult","technician","married","university.degree","no","yes","no","telephone","may","mon",320,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",39,0
"Jove-Adult","services","married","high.school","no","yes","no","telephone","may","fri",86,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",39,0
"Adult","unemployed","divorced","university.degree","no","yes","no","telephone","may","fri",825,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",58,0
"Jove-Adult","unemployed","single","high.school","no","yes","no","telephone","may","wed",448,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",39,0
"Jove-Adult","blue-collar","married","basic","no","no","yes","telephone","may","tue",144,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",38,0
"Adult","unemployed","single","university.degree","no","no","no","telephone","may","mon",36,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",59,0
"Adult","self-employed","married","basic",NA,"yes","no","telephone","may","mon",46,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",56,2
"Jove-Adult","technician","married","professional.course",NA,"no","no","telephone","may","tue",202,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",40,1
"Jove-Adult","management","married","university.degree","no","no","no","telephone","may","thu",166,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,0
"Adult","services","married","basic","no","yes","yes","telephone","may","tue",369,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",50,0
"Adult","technician","married","basic",NA,"no","no","telephone","may","tue",238,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,1
"Jove-Adult","technician","single","university.degree","no","yes","no","telephone","may","thu",163,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",36,0
"Jove-Adult","admin.","divorced","high.school","no","no","yes","telephone","may","thu",15,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",32,0
"Jove-Adult","blue-collar","married","professional.course","no","yes","no","telephone","may","thu",112,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,0
"Adult","blue-collar","married","professional.course",NA,"yes","no","telephone","may","wed",131,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",47,1
"Jove-Adult","services","married","high.school",NA,"yes","no","telephone","may","tue",378,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,1
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","wed",196,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",46,1
"Jove-Adult","technician","divorced","university.degree","no","yes","no","telephone","may","tue",217,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",40,0
"Jove-Adult","blue-collar","divorced","professional.course","no","no","yes","telephone","may","thu",291,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",34,0
"Jove-Adult","blue-collar","married","high.school","no","no","no","telephone","may","tue",328,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",33,0
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","mon",812,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",51,0
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","wed",489,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",53,1
"Jove-Adult","blue-collar","single","basic","no","no","no","telephone","may","thu",380,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",34,0
"Jove-Adult","blue-collar","married","basic","no","no","yes","telephone","may","mon",92,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,0
"Adult","self-employed","married","basic","no","yes","yes","telephone","may","wed",161,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",50,0
"Jove-Adult","services","married","basic","no","no","no","telephone","may","tue",427,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,0
"Jove","blue-collar","married","basic",NA,"yes","no","telephone","may","thu",226,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",24,1
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","mon",5,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",60,2
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","tue",262,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Jove-Adult","admin.","married","high.school","no","no","yes","telephone","may","tue",147,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,0
"Jove-Adult","self-employed","married","professional.course","no","no","no","telephone","may","tue",119,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",40,0
"Jove-Adult","services","married","high.school",NA,"no","no","telephone","may","fri",143,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",28,1
"Jove-Adult","self-employed","married","basic","no","no","no","telephone","may","wed",128,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",40,0
"Adult","unemployed","married","high.school","no","yes","no","telephone","may","tue",104,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",58,0
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","mon",152,5,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",50,1
"Adult","technician","single","professional.course","no","yes","no","telephone","may","tue",69,1.9920143208041,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",48,4
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",64,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",49,1
"Jove-Adult","management","single","university.degree","no","no","no","telephone","may","fri",154,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",41,1
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",334,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,1
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","wed",45,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,0
"Adult","admin.","married","university.degree","no","yes","no","telephone","may","tue",118,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",53,0
"Adult","technician","married","professional.course",NA,"yes","no","telephone","may","thu",306,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",48,1
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","fri",122,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",49,1
"Adult","admin.","married","university.degree",NA,"yes","no","telephone","may","tue",705,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",56,2
"Adult","unemployed","married","basic","no","yes","yes","telephone","may","thu",56,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",48,0
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","fri",107,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",46,0
"Jove-Adult","services","single","high.school","no","yes","no","telephone","may","tue",205,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",30,1
"Jove-Adult","unemployed","divorced","basic",NA,"no","no","telephone","may","wed",179,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,1
"Jove-Adult","services","married","basic","no","no","no","telephone","may","fri",296,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",36,0
"Adult","management","married","university.degree","no","yes","no","telephone","may","tue",75,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",56,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","mon",164,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",45,0
"Jove-Adult","services","married","high.school",NA,"no","no","telephone","may","mon",427,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,1
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","mon",412,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",41,0
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","mon",103,8,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",54,3
"Jove-Adult","blue-collar","single","high.school","no","no","yes","telephone","may","mon",163,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,0
"Jove-Adult","admin.","married","high.school","no","no","no","telephone","may","thu",90,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",36,0
"Jove-Adult","technician","married","basic",NA,"no","no","telephone","may","tue",109,9,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,1
"Jove-Adult","self-employed","married","university.degree","no","no","no","telephone","may","tue",346,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,0
"Jove-Adult","admin.","married","university.degree","no","no","no","telephone","may","thu",319,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",45,0
"Jove-Adult","blue-collar","married","basic","no","yes","yes","telephone","may","wed",305,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","tue",97,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",31,0
"Jove-Adult","admin.","single","professional.course","no","no","no","telephone","may","thu",462,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",28,0
